Nummer;Stadtteil;Ortskode;WestOst;NordSüd;Lage;Zimmer;Fläche;Miete
101232;Lic;7;8,8;4,3;2;2;54,1;381,4
101233;Lic;7;8,8;4,3;1;2;54,1;432,3
101234;Lic;7;8,8;4,3;2;2;54,2;464,5
101235;Lic;7;8,8;4,3;2;2;55;515,4
101236;Lic;7;8,8;4,3;2;2;55,1;458,4
101237;Lic;7;8,8;4,3;2;2;55,7;520,2
101238;Lic;7;8,8;4,3;1;2;56;360,1
101239;Lic;7;8,8;4,3;1;2;56;377,4
101240;Lic;7;8,8;4,3;3;2;56,1;576,7
101241;Lic;7;8,8;4,3;1;2;56,4;444,4
101242;Lic;7;8,8;4,3;1;2;56,5;348
101243;Lic;7;8,8;4,3;2;2;57,3;497,4
101244;Lic;7;8,8;4,3;1;2;57,4;417,9
101245;Lic;7;8,8;4,3;1;2;57,4;458,6
101246;Lic;7;8,8;4,3;1;2;58;571,9
101247;Lic;7;8,8;4,3;1;2;58,3;335,2
101248;Lic;7;8,8;4,3;1;2;58,3;386,5
101249;Lic;7;8,8;4,3;2;2;58,4;464,3
101250;Lic;7;8,8;4,3;3;2;58,6;590,7
101251;Lic;7;8,8;4,3;1;2;59,2;403,7
101252;Lic;7;8,8;4,3;2;2;59,7;509,8
101253;Lic;7;8,8;4,3;2;2;59,9;569,6
101254;Lic;7;8,8;4,3;1;2;60;429
101255;Lic;7;8,8;4,3;1;2;61,3;392,9
101256;Lic;7;8,8;4,3;1;2;62,2;396,2
101257;Lic;7;8,8;4,3;2;2;63,1;562,2
101258;Lic;7;8,8;4,3;1;2;65,3;342,2
101259;Lic;7;8,8;4,3;1;2;65,4;402,9
101260;Lic;7;8,8;4,3;1;2;68,4;623,8
101261;Lic;7;8,8;4,3;1;2;70,6;449,7
101262;Lic;7;8,8;4,3;2;2;71;674,5
101263;Lic;7;8,8;4,3;3;2;74,7;766,4
101264;Lic;7;8,8;4,3;2;2;75,1;666,1
101265;Lic;7;8,8;4,3;2;2;75,2;559,5
101266;Lic;7;8,8;4,3;1;2;75,9;460,7
101267;Lic;7;8,8;4,3;3;2;77,3;745,9
101268;Lic;7;8,8;4,3;2;2;83,1;794,4
101269;Lic;7;8,8;4,3;2;2;84;805,6
101270;Lic;7;8,8;4,3;1;2;86,1;549,3
101271;Lic;7;8,8;4,3;2;2;88,4;661,2
101272;Lic;7;8,8;4,3;2;3;48,4;352,8
101273;Lic;7;8,8;4,3;1;3;48,6;396,7
101274;Lic;7;8,8;4,3;1;3;48,7;381,8
101275;Lic;7;8,8;4,3;1;3;48,7;385,9
101276;Lic;7;8,8;4,3;3;3;57,1;362,2
101277;Lic;7;8,8;4,3;2;3;57,9;372,5
101278;Lic;7;8,8;4,3;1;3;59;465,1
101279;Lic;7;8,8;4,3;2;3;59;580,2
101280;Lic;7;8,8;4,3;1;3;60,2;482,4
101281;Lic;7;8,8;4,3;3;3;60,8;479,3
101282;Lic;7;8,8;4,3;2;3;60,9;478,7
101283;Lic;7;8,8;4,3;2;3;61;429,4
101284;Lic;7;8,8;4,3;1;3;61,3;590,2
101285;Lic;7;8,8;4,3;1;3;62,3;456,5
101286;Lic;7;8,8;4,3;2;3;62,4;400,3
101287;Lic;7;8,8;4,3;1;3;62,4;483,8
101288;Lic;7;8,8;4,3;2;3;62,9;419,9
101289;Lic;7;8,8;4,3;1;3;63,3;583,2
101290;Lic;7;8,8;4,3;1;3;63,4;566,5
101291;Lic;7;8,8;4,3;2;3;64,1;563
101292;Lic;7;8,8;4,3;1;3;64,3;528,2
101293;Lic;7;8,8;4,3;1;3;64,4;471,4
101294;Lic;7;8,8;4,3;2;3;64,6;512,5
101295;Lic;7;8,8;4,3;1;3;64,6;627,7
101296;Lic;7;8,8;4,3;2;3;65,3;534,5
101297;Lic;7;8,8;4,3;1;3;65,7;628,3
101298;Lic;7;8,8;4,3;2;3;65,8;525,5
101299;Lic;7;8,8;4,3;2;3;66,3;522,5
101300;Lic;7;8,8;4,3;2;3;66,5;591,5
101301;Lic;7;8,8;4,3;2;3;66,8;482,2
101302;Lic;7;8,8;4,3;1;3;66,9;548,3
101303;Lic;7;8,8;4,3;2;3;67,3;623
101304;Lic;7;8,8;4,3;1;3;67,4;459,3
101305;Lic;7;8,8;4,3;2;3;67,9;537,7
101306;Lic;7;8,8;4,3;1;3;68,1;505,3
101307;Lic;7;8,8;4,3;3;3;68,1;537
101308;Lic;7;8,8;4,3;2;3;68,6;484,4
101309;Lic;7;8,8;4,3;1;3;69;645
101310;Lic;7;8,8;4,3;2;3;69,1;660,2
101311;Lic;7;8,8;4,3;2;3;69,4;484,3
101312;Lic;7;8,8;4,3;3;3;69,6;568,4
101313;Lic;7;8,8;4,3;1;3;69,9;601,1
101314;Lic;7;8,8;4,3;2;3;70;575,8
101315;Lic;7;8,8;4,3;2;3;70,1;603,3
101316;Lic;7;8,8;4,3;2;3;70,6;587,9
101317;Lic;7;8,8;4,3;2;3;71,3;562
101318;Lic;7;8,8;4,3;2;3;71,3;643,6
101319;Lic;7;8,8;4,3;2;3;71,9;594,3
101320;Lic;7;8,8;4,3;1;3;72,3;597,2
101321;Lic;7;8,8;4,3;2;3;72,4;507,3
101322;Lic;7;8,8;4,3;2;3;72,4;616
101323;Lic;7;8,8;4,3;2;3;73;423,9
101324;Lic;7;8,8;4,3;1;3;73,3;659,3
101325;Lic;7;8,8;4,3;2;3;73,4;680,8
101326;Lic;7;8,8;4,3;3;3;74,2;536,5
101327;Lic;7;8,8;4,3;1;3;74,2;638,8
101328;Lic;7;8,8;4,3;1;3;74,4;576,6
101329;Lic;7;8,8;4,3;3;3;75,2;793,1
101330;Lic;7;8,8;4,3;2;3;75,4;567,5
101331;Lic;7;8,8;4,3;3;3;75,7;584
101332;Lic;7;8,8;4,3;1;3;76,3;706,5
101333;Lic;7;8,8;4,3;1;3;76,4;700,5
101334;Lic;7;8,8;4,3;1;3;77,3;547,7
101335;Lic;7;8,8;4,3;2;3;77,3;770
101336;Lic;7;8,8;4,3;2;3;77,4;671,9
101337;Lic;7;8,8;4,3;2;3;77,9;587
101338;Lic;7;8,8;4,3;2;3;78,4;634,2
101339;Lic;7;8,8;4,3;2;3;79,3;740,5
101340;Lic;7;8,8;4,3;2;3;79,4;733,4
101341;Lic;7;8,8;4,3;1;3;80,8;490,8
101342;Lic;7;8,8;4,3;2;3;81,5;632,2
101343;Lic;7;8,8;4,3;1;3;81,5;807,7
101344;Lic;7;8,8;4,3;1;3;82,3;712,9
101345;Lic;7;8,8;4,3;2;3;83,3;676,3
101346;Lic;7;8,8;4,3;1;3;83,5;567,4
101347;Lic;7;8,8;4,3;2;3;85,4;774,6
101348;Lic;7;8,8;4,3;1;3;86,1;665,1
101349;Lic;7;8,8;4,3;2;3;86,2;628,9
101350;Lic;7;8,8;4,3;1;3;86,7;538,5
101351;Lic;7;8,8;4,3;2;3;87;779,8
101352;Lic;7;8,8;4,3;1;3;88,7;690,6
101353;Lic;7;8,8;4,3;2;3;89,8;661,8
101354;Lic;7;8,8;4,3;3;3;90,3;662,3
101355;Lic;7;8,8;4,3;1;3;91,3;562
101356;Lic;7;8,8;4,3;1;3;92,9;717,5
101357;Lic;7;8,8;4,3;2;3;93,4;582,6
101358;Lic;7;8,8;4,3;2;3;94,1;609,6
101359;Lic;7;8,8;4,3;1;3;94,6;811,1
101360;Lic;7;8,8;4,3;1;3;98,1;874
101361;Lic;7;8,8;4,3;2;3;98,3;750,7
101362;Lic;7;8,8;4,3;1;3;98,4;844,5
101363;Lic;7;8,8;4,3;3;3;98,8;976,6
101364;Lic;7;8,8;4,3;1;3;98,9;818,6
101365;Lic;7;8,8;4,3;2;3;99,2;886,8
101366;Lic;7;8,8;4,3;3;3;99,9;685,9
101367;Lic;7;8,8;4,3;1;3;100,1;717,1
101368;Lic;7;8,8;4,3;2;3;100,1;717,4
101369;Lic;7;8,8;4,3;2;3;102,2;814,9
101370;Lic;7;8,8;4,3;1;3;110,3;933,2
101371;Lic;7;8,8;4,3;2;4;73,4;637,1
101372;Lic;7;8,8;4,3;2;4;73,6;616
101373;Lic;7;8,8;4,3;1;4;76,1;544,9
101374;Lic;7;8,8;4,3;1;4;80,4;601,4
101375;Lic;7;8,8;4,3;2;4;80,4;661,7
101376;Lic;7;8,8;4,3;2;4;80,4;741,3
101377;Lic;7;8,8;4,3;2;4;80,8;710,2
101378;Lic;7;8,8;4,3;1;4;81,3;609,8
101379;Lic;7;8,8;4,3;2;4;81,4;782,3
101380;Lic;7;8,8;4,3;2;4;82,1;639,6
101381;Lic;7;8,8;4,3;3;4;83,1;905,8
101382;Lic;7;8,8;4,3;1;4;83,4;696,4
101383;Lic;7;8,8;4,3;2;4;83,6;777,5
101384;Lic;7;8,8;4,3;2;4;84;707,3
101385;Lic;7;8,8;4,3;1;4;84,7;809,7
101386;Lic;7;8,8;4,3;1;4;86,8;563,3
101387;Lic;7;8,8;4,3;1;4;87,1;688,1
101388;Lic;7;8,8;4,3;1;4;88;726
101389;Lic;7;8,8;4,3;1;4;88,3;756,7
101390;Lic;7;8,8;4,3;3;4;88,4;897,3
101391;Lic;7;8,8;4,3;2;4;88,8;813,4
101392;Lic;7;8,8;4,3;1;4;89,1;716,4
101393;Lic;7;8,8;4,3;1;4;89,5;648
101394;Lic;7;8,8;4,3;2;4;90,4;782,9
101395;Lic;7;8,8;4,3;1;4;90,5;808,2
101396;Lic;7;8,8;4,3;2;4;90,8;763,6
101397;Lic;7;8,8;4,3;1;4;92,7;719,4
101398;Lic;7;8,8;4,3;3;4;93,3;961,9
101399;Lic;7;8,8;4,3;2;4;94;728,5
101400;Lic;7;8,8;4,3;2;4;94,8;820
101401;Lic;7;8,8;4,3;2;4;95,5;793,6
101402;Lic;7;8,8;4,3;2;4;95,6;906,3
101403;Lic;7;8,8;4,3;2;4;95,8;946,5
101404;Lic;7;8,8;4,3;2;4;96,6;902,2
101405;Lic;7;8,8;4,3;2;4;99,2;873
101406;Lic;7;8,8;4,3;2;4;100;906
101407;Lic;7;8,8;4,3;2;4;100,8;901,2
101408;Lic;7;8,8;4,3;1;4;101,8;731,9
101409;Lic;7;8,8;4,3;2;4;102,2;938,2
101410;Lic;7;8,8;4,3;2;4;107,2;925,1
101411;Lic;7;8,8;4,3;2;4;108,2;1001,9
101412;Lic;7;8,8;4,3;2;4;111,2;955,2
101413;Lic;7;8,8;4,3;1;4;115,1;768,9
101414;Lic;7;8,8;4,3;2;5;94,3;821,4
101415;Lic;7;8,8;4,3;1;5;100,9;803,2
101416;Lic;7;8,8;4,3;2;5;114,9;1034,1
101417;Lic;7;8,8;4,3;1;5;115,8;825,7
101418;Lic;7;8,8;4,3;2;5;116,3;1065,3
101419;Lic;7;8,8;4,3;2;5;116,4;983,6
101420;Lic;7;8,8;4,3;2;5;117,8;885,9
101421;Lic;7;8,8;4,3;3;5;117,8;1136,8
101422;Lic;7;8,8;4,3;2;5;118;1040,8
101423;Lic;7;8,8;4,3;3;5;118;1420,7
101424;Lic;7;8,8;4,3;1;5;118,3;835,2
101425;Lic;7;8,8;4,3;2;5;119,5;1132,9
101426;Lic;7;8,8;4,3;2;5;120,2;813,8
101427;Lic;7;8,8;4,3;1;5;120,4;1012,6
101428;Lic;7;8,8;4,3;3;5;120,7;1306
101429;Lic;7;8,8;4,3;2;5;121,9;1016,6
101430;Lic;7;8,8;4,3;2;5;122,2;1140,1
101431;Lic;7;8,8;4,3;3;5;123,5;1391,8
101432;Lic;7;8,8;4,3;2;5;125,5;1123,2
101433;Lic;7;8,8;4,3;3;5;127,9;1197,1
101434;Lic;7;8,8;4,3;3;5;128,7;1392,5
101435;Mar;8;9,8;4,7;2;1;31,3;267,9
101436;Mar;8;9,8;4,7;2;1;31,9;234,8
101437;Mar;8;9,8;4,7;2;1;32,3;262,9
101438;Mar;8;9,8;4,7;2;1;33,2;265,6
101439;Mar;8;9,8;4,7;1;1;33,4;230,8
101440;Mar;8;9,8;4,7;1;1;34,4;255,6
101441;Mar;8;9,8;4,7;2;1;34,8;273,5
101442;Mar;8;9,8;4,7;1;1;35,2;254,5
101443;Mar;8;9,8;4,7;3;1;35,8;334,7
101444;Mar;8;9,8;4,7;2;1;36;301
101445;Mar;8;9,8;4,7;1;1;36,7;223,9
101446;Mar;8;9,8;4,7;1;1;37,3;273,8
101447;Mar;8;9,8;4,7;2;1;37,4;298,8
101448;Mar;8;9,8;4,7;1;1;38,2;235,7
101449;Mar;8;9,8;4,7;2;1;38,3;311,8
101450;Mar;8;9,8;4,7;2;1;38,7;320
101451;Mar;8;9,8;4,7;1;1;41;281,7
101452;Mar;8;9,8;4,7;1;2;35,5;225,3
101453;Mar;8;9,8;4,7;3;2;35,5;246,8
101454;Mar;8;9,8;4,7;1;2;45;329,7
101455;Mar;8;9,8;4,7;2;2;48,9;359,1
101456;Mar;8;9,8;4,7;1;2;50,2;363,7
101457;Mar;8;9,8;4,7;2;2;50,2;431,4
101458;Mar;8;9,8;4,7;1;2;50,3;323,3
101459;Mar;8;9,8;4,7;2;2;50,7;401,4
101460;Mar;8;9,8;4,7;1;2;51,2;339,9
101461;Mar;8;9,8;4,7;2;2;51,6;456,5
101462;Mar;8;9,8;4,7;1;2;52,1;333,8
101463;Mar;8;9,8;4,7;2;2;52,3;384,3
101464;Mar;8;9,8;4,7;1;2;52,5;364,9
101465;Mar;8;9,8;4,7;1;2;52,7;285,8
101466;Mar;8;9,8;4,7;2;2;55,2;417
101467;Mar;8;9,8;4,7;1;2;55,3;306
101468;Mar;8;9,8;4,7;1;2;55,8;310,1
101469;Mar;8;9,8;4,7;1;2;56,4;414,6
101470;Mar;8;9,8;4,7;2;2;56,4;454,8
101471;Mar;8;9,8;4,7;1;2;56,8;385,6
101472;Mar;8;9,8;4,7;1;2;57,1;351,8
101473;Mar;8;9,8;4,7;2;2;57,3;441,5
101474;Mar;8;9,8;4,7;2;2;58,1;507,1
101475;Mar;8;9,8;4,7;1;2;58,8;394,2
101476;Mar;8;9,8;4,7;1;2;59,9;401
101477;Mar;8;9,8;4,7;2;2;60,4;472,1
101478;Mar;8;9,8;4,7;2;2;60,7;390,7
101479;Mar;8;9,8;4,7;2;2;62,6;536,8
101480;Mar;8;9,8;4,7;1;2;64,1;408,2
101481;Mar;8;9,8;4,7;1;2;64,8;395,6
101482;Mar;8;9,8;4,7;2;2;65,3;580,6
101483;Mar;8;9,8;4,7;1;2;65,4;452,1
101484;Mar;8;9,8;4,7;1;2;66,3;403
101485;Mar;8;9,8;4,7;1;2;66,7;385,3
101486;Mar;8;9,8;4,7;3;2;67,3;614,2
101487;Mar;8;9,8;4,7;2;2;68,6;510,1
101488;Mar;8;9,8;4,7;1;2;70;509,2
101489;Mar;8;9,8;4,7;3;2;71;658,8
101490;Mar;8;9,8;4,7;1;2;77,1;420,6
101491;Mar;8;9,8;4,7;2;2;84,4;615,3
101492;Mar;8;9,8;4,7;1;3;63,8;451,1
101493;Mar;8;9,8;4,7;1;3;67,7;432,6
101494;Mar;8;9,8;4,7;1;3;71,1;455
101495;Mar;8;9,8;4,7;1;3;71,3;360,8
101496;Mar;8;9,8;4,7;2;3;72,1;558,1
101497;Mar;8;9,8;4,7;1;3;72,4;330,1
101498;Mar;8;9,8;4,7;1;3;72,4;462,6
101499;Mar;8;9,8;4,7;1;3;72,4;477,8
101500;Mar;8;9,8;4,7;1;3;73,1;398,4
101501;Mar;8;9,8;4,7;1;3;73,3;504,3
101502;Mar;8;9,8;4,7;1;3;73,4;436
101503;Mar;8;9,8;4,7;2;3;73,4;595,3
101504;Mar;8;9,8;4,7;1;3;74,2;407,4
101505;Mar;8;9,8;4,7;1;3;74,2;439,3
101506;Mar;8;9,8;4,7;1;3;74,4;488,1
101507;Mar;8;9,8;4,7;1;3;74,7;392,9
101508;Mar;8;9,8;4,7;1;3;74,9;513,1
101509;Mar;8;9,8;4,7;2;3;75,1;575,3
101510;Mar;8;9,8;4,7;1;3;75,3;441,3
101511;Mar;8;9,8;4,7;1;3;75,5;567,8
101512;Mar;8;9,8;4,7;2;3;75,9;513,1
101513;Mar;8;9,8;4,7;1;3;76,2;461,8
101514;Mar;8;9,8;4,7;2;3;77,7;629,4
101515;Mar;8;9,8;4,7;2;3;78,4;533,1
101516;Mar;8;9,8;4,7;1;3;79,1;471,4
101517;Mar;8;9,8;4,7;2;3;79,1;631,2
101518;Mar;8;9,8;4,7;1;3;79,2;552,8
101519;Mar;8;9,8;4,7;1;3;79,4;404,9
101520;Mar;8;9,8;4,7;1;3;79,6;471,2
101521;Mar;8;9,8;4,7;1;3;80,3;537,2
101522;Mar;8;9,8;4,7;2;3;81,1;532,8
101523;Mar;8;9,8;4,7;1;3;81,8;546,4
101524;Mar;8;9,8;4,7;2;3;82,5;577,5
101525;Mar;8;9,8;4,7;1;3;85,1;581,2
101526;Mar;8;9,8;4,7;1;3;85,2;546,1
101527;Mar;8;9,8;4,7;2;3;86;672,5
101528;Mar;8;9,8;4,7;1;3;86,3;497,1
101529;Mar;8;9,8;4,7;1;3;88,9;507,6
101530;Mar;8;9,8;4,7;1;3;90,1;554,1
101531;Mar;8;9,8;4,7;2;3;91;689,8
101532;Mar;8;9,8;4,7;1;3;91,2;570
101533;Mar;8;9,8;4,7;2;3;92,2;696,1
101534;Mar;8;9,8;4,7;1;3;92,4;636,6
101535;Mar;8;9,8;4,7;1;3;93,6;497
101536;Mar;8;9,8;4,7;1;3;94,2;587,8
101537;Mar;8;9,8;4,7;1;3;94,8;547,9
101538;Mar;8;9,8;4,7;1;3;95,6;583,2
101539;Mar;8;9,8;4,7;2;3;96,7;763,9
101540;Mar;8;9,8;4,7;1;3;99,2;513,9
101541;Mar;8;9,8;4,7;2;3;100;752
101542;Mar;8;9,8;4,7;1;3;101,5;582,6
101543;Mar;8;9,8;4,7;1;4;71,1;532,8
101544;Mar;8;9,8;4,7;1;4;80,6;472,5
101545;Mar;8;9,8;4,7;1;4;81,5;503,7
101546;Mar;8;9,8;4,7;2;4;81,6;625,7
101547;Mar;8;9,8;4,7;1;4;86,1;626,6
101548;Mar;8;9,8;4,7;3;4;86,3;753
101549;Mar;8;9,8;4,7;1;4;86,7;644,8
101550;Mar;8;9,8;4,7;1;4;86,9;499,6
101551;Mar;8;9,8;4,7;1;4;87,2;662
101552;Mar;8;9,8;4,7;1;4;87,6;480,8
101553;Mar;8;9,8;4,7;2;4;87,7;666,6
101554;Mar;8;9,8;4,7;1;4;88;605,6
101555;Mar;8;9,8;4,7;1;4;88,3;546,6
101556;Mar;8;9,8;4,7;2;4;89;766,2
101557;Mar;8;9,8;4,7;2;4;89,4;657,9
101558;Mar;8;9,8;4,7;2;4;89,4;689,2
101559;Mar;8;9,8;4,7;1;4;90,2;621,5
101560;Mar;8;9,8;4,7;1;4;91;596,4
101561;Mar;8;9,8;4,7;1;4;92;579,7
101562;Mar;8;9,8;4,7;2;4;92,7;757,3
101563;Mar;8;9,8;4,7;1;4;93,3;529,3
101564;Mar;8;9,8;4,7;1;4;93,4;679,6
101565;Mar;8;9,8;4,7;1;4;94,1;651,9
101566;Mar;8;9,8;4,7;2;4;94,1;759,1
101567;Mar;8;9,8;4,7;2;4;94,2;814,9
101568;Mar;8;9,8;4,7;2;4;94,6;838,2
101569;Mar;8;9,8;4,7;3;4;94,9;909,6
101570;Mar;8;9,8;4,7;1;4;95,2;696,6
101571;Mar;8;9,8;4,7;1;4;96,1;710,4
101572;Mar;8;9,8;4,7;2;4;98,4;766,4
101573;Mar;8;9,8;4,7;1;4;99,4;641,8
101574;Mar;8;9,8;4,7;1;4;99,4;662,3
101575;Mar;8;9,8;4,7;2;4;104,5;788,4
101576;Mar;8;9,8;4,7;2;4;105,8;791
101577;Mar;8;9,8;4,7;2;4;129,8;919,2
101578;Mar;8;9,8;4,7;1;5;103,7;653,3
101579;Mar;8;9,8;4,7;1;5;104,4;691,1
101580;Mar;8;9,8;4,7;1;5;105,1;675,8
101581;Mar;8;9,8;4,7;1;5;105,1;731,5
101582;Mar;8;9,8;4,7;2;5;105,5;882
101583;Mar;8;9,8;4,7;1;5;105,9;654,5
101584;Mar;8;9,8;4,7;1;5;107,1;735,8
101585;Mar;8;9,8;4,7;1;5;108,2;699
101586;Mar;8;9,8;4,7;1;5;108,4;715,4
101587;Mar;8;9,8;4,7;1;5;109,1;691,7
101588;Mar;8;9,8;4,7;1;5;109,2;823,4
101589;Mar;8;9,8;4,7;1;5;109,4;813,9
101590;Mar;8;9,8;4,7;2;5;110;892,1
101591;Mar;8;9,8;4,7;1;5;110,3;712,5
101592;Mar;8;9,8;4,7;1;5;110,4;797,1
101593;Mar;8;9,8;4,7;3;5;110,6;947,8
101594;Mar;8;9,8;4,7;1;5;111,2;795,1
101595;Mar;8;9,8;4,7;3;5;111,2;904,1
101596;Mar;8;9,8;4,7;1;5;111,4;710,7
101597;Mar;8;9,8;4,7;1;5;112,1;792,5
101598;Mar;8;9,8;4,7;2;5;112,2;850,5
101599;Mar;8;9,8;4,7;1;5;112,4;690,1
101600;Mar;8;9,8;4,7;1;5;114,1;829,5
101601;Mar;8;9,8;4,7;1;5;114,2;709,2
101602;Mar;8;9,8;4,7;3;5;115,3;1059,6
101603;Mar;8;9,8;4,7;1;5;115,4;790,5
101604;Mar;8;9,8;4,7;1;5;115,4;892
101605;Mar;8;9,8;4,7;1;5;116,1;748,8
101606;Mar;8;9,8;4,7;2;5;116,2;977,2
101607;Mar;8;9,8;4,7;1;5;116,4;869,5
101608;Mar;8;9,8;4,7;2;5;116,9;833,5
101609;Mar;8;9,8;4,7;1;5;117,2;916,5
101610;Mar;8;9,8;4,7;2;5;117,5;884,8
101611;Mar;8;9,8;4,7;1;5;117,9;838,3
101612;Mar;8;9,8;4,7;2;5;119,3;918,6
101613;Mar;8;9,8;4,7;2;5;119,5;930,9
101614;Mar;8;9,8;4,7;1;5;120,1;870,7
101615;Mar;8;9,8;4,7;2;5;121,4;900,8
101616;Mar;8;9,8;4,7;1;5;122,4;828,6
101617;Mar;8;9,8;4,7;1;5;124,4;899,4
101618;Mit;9;6,6;4,6;3;1;24,7;327,5
101619;Mit;9;6,6;4,6;3;1;29,8;380,2
101620;Mit;9;6,6;4,6;3;1;32,8;413,3
101621;Mit;9;6,6;4,6;3;1;32,9;426,7
101622;Mit;9;6,6;4,6;2;1;33;380,5
101623;Mit;9;6,6;4,6;3;1;33,3;417,6
101624;Mit;9;6,6;4,6;1;1;33,5;268,7
101625;Mit;9;6,6;4,6;3;1;33,7;387,2
101626;Mit;9;6,6;4,6;1;1;34,9;306,4
101627;Mit;9;6,6;4,6;2;1;35,3;388,7
101628;Mit;9;6,6;4,6;3;1;36;383,8
101629;Mit;9;6,6;4,6;2;1;36,1;360,3
101630;Mit;9;6,6;4,6;2;1;36,1;436,4
101631;Mit;9;6,6;4,6;2;1;36,3;459,2
101632;Mit;9;6,6;4,6;2;1;37,4;424,9
101633;Mit;9;6,6;4,6;2;1;37,6;448,2
101634;Mit;9;6,6;4,6;3;1;38,1;477,8
101635;Mit;9;6,6;4,6;2;1;38,3;425,5
101636;Mit;9;6,6;4,6;2;1;38,4;397,4
101637;Mit;9;6,6;4,6;3;1;38,6;455,1
101638;Mit;9;6,6;4,6;2;1;38,7;358,4
101639;Mit;9;6,6;4,6;2;1;38,9;392,1
101640;Mit;9;6,6;4,6;2;1;39,4;404,6
101641;Mit;9;6,6;4,6;2;1;40,2;478,8
101642;Mit;9;6,6;4,6;2;1;40,3;444,1
101643;Mit;9;6,6;4,6;2;1;40,5;462,5
101644;Mit;9;6,6;4,6;2;1;40,9;447,4
101645;Mit;9;6,6;4,6;2;1;41,2;398,8
101646;Mit;9;6,6;4,6;2;1;41,7;391,1
101647;Mit;9;6,6;4,6;3;1;41,9;438,7
101648;Mit;9;6,6;4,6;1;1;42,1;358,3
101649;Mit;9;6,6;4,6;2;1;42,5;438,2
101650;Mit;9;6,6;4,6;2;1;43,2;469,6
101651;Mit;9;6,6;4,6;2;1;43,5;486,3
101652;Mit;9;6,6;4,6;3;1;43,8;540,5
101653;Mit;9;6,6;4,6;2;1;44,9;572,5
101654;Mit;9;6,6;4,6;3;1;45,1;493,4
101655;Mit;9;6,6;4,6;2;1;45,4;446,7
101656;Mit;9;6,6;4,6;2;1;45,5;420,9
101657;Mit;9;6,6;4,6;2;1;45,6;535,8
101658;Mit;9;6,6;4,6;2;1;46;512
101659;Mit;9;6,6;4,6;2;1;46,9;441,8
101660;Mit;9;6,6;4,6;2;1;48,1;501,7
101661;Mit;9;6,6;4,6;2;1;48,4;563,4
101662;Mit;9;6,6;4,6;2;1;50,1;514
101663;Mit;9;6,6;4,6;3;1;56,2;583,9
101664;Mit;9;6,6;4,6;2;1;56,2;671
101665;Mit;9;6,6;4,6;2;1;73;736,6
101666;Mit;9;6,6;4,6;2;1;78,2;909,5
101667;Mit;9;6,6;4,6;3;1;119,4;1287,1
101668;Mit;9;6,6;4,6;3;1;119,8;1358,5
101669;Mit;9;6,6;4,6;1;1;136,4;1219,4
101670;Mit;9;6,6;4,6;2;1;136,6;1323,7
101671;Mit;9;6,6;4,6;3;1;147,3;1820,6
101672;Mit;9;6,6;4,6;2;1;147,7;1544,9
101673;Mit;9;6,6;4,6;2;2;43,6;501,8
101674;Mit;9;6,6;4,6;3;2;44,7;600,3
101675;Mit;9;6,6;4,6;2;2;46,6;454,8
101676;Mit;9;6,6;4,6;2;2;48,7;444,1
101677;Mit;9;6,6;4,6;2;2;49,1;554,8
101678;Mit;9;6,6;4,6;2;2;49,2;418,7
101679;Mit;9;6,6;4,6;3;2;49,6;557,5
101680;Mit;9;6,6;4,6;2;2;51;617,6
101681;Mit;9;6,6;4,6;3;2;51,1;534,5
101682;Mit;9;6,6;4,6;1;2;51,3;427,3
101683;Mit;9;6,6;4,6;2;2;52,3;583,7
101684;Mit;9;6,6;4,6;3;2;53,2;627,2
101685;Mit;9;6,6;4,6;3;2;54,4;600
101686;Mit;9;6,6;4,6;2;2;54,4;576,6
101687;Mit;9;6,6;4,6;2;2;55,3;600,6
101688;Mit;9;6,6;4,6;2;2;55,7;515,8
101689;Mit;9;6,6;4,6;2;2;55,7;614,4
101690;Mit;9;6,6;4,6;2;2;56,1;566,6
101691;Mit;9;6,6;4,6;3;2;56,9;611,1
101692;Mit;9;6,6;4,6;2;2;57,1;590,4
101693;Mit;9;6,6;4,6;2;2;57,4;572,3
101694;Mit;9;6,6;4,6;1;2;57,5;489,9
101695;Mit;9;6,6;4,6;2;2;57,6;535,7
101696;Mit;9;6,6;4,6;1;2;57,7;514,1
101697;Mit;9;6,6;4,6;2;2;57,9;515,3
101698;Mit;9;6,6;4,6;3;2;58,4;593,3
101699;Mit;9;6,6;4,6;1;2;58,9;492,4
101700;Mit;9;6,6;4,6;2;2;59,1;579,8
101701;Mit;9;6,6;4,6;2;2;59,3;571,1
101702;Mit;9;6,6;4,6;1;2;59,4;411
101703;Mit;9;6,6;4,6;3;2;59,5;657,5
101704;Mit;9;6,6;4,6;1;2;59,6;493,5
101705;Mit;9;6,6;4,6;2;2;59,8;612,4
101706;Mit;9;6,6;4,6;3;2;60,1;694,8
101707;Mit;9;6,6;4,6;2;2;60,5;616,5
101708;Mit;9;6,6;4,6;2;2;60,8;654,2
101709;Mit;9;6,6;4,6;1;2;60,9;526,8
101710;Mit;9;6,6;4,6;2;2;61;564,9
101711;Mit;9;6,6;4,6;2;2;61;613,7
101712;Mit;9;6,6;4,6;2;2;61,2;670,8
101713;Mit;9;6,6;4,6;3;2;61,7;621,9
101714;Mit;9;6,6;4,6;2;2;62;584,7
101715;Mit;9;6,6;4,6;2;2;62,3;588,7
101716;Mit;9;6,6;4,6;2;2;62,3;597,5
101717;Mit;9;6,6;4,6;2;2;62,5;705
