Nummer;Stadtteil;Ortskode;WestOst;NordSüd;Lage;Zimmer;Fläche;Miete
103877;Tre;19;8,9;2,7;2;5;154,2;1329,2
103878;Tre;19;8,9;2,7;2;5;162;1193,9
103879;Tre;19;8,9;2,7;3;5;172;1635,7
103880;Tre;19;8,9;2,7;2;5;174,2;1595,7
103881;Tre;19;8,9;2,7;2;5;184,2;1329,9
103882;Tre;19;8,9;2,7;3;5;192;1632
103883;Wed;20;5,6;5,4;1;1;28,7;191,1
103884;Wed;20;5,6;5,4;1;1;30;214,2
103885;Wed;20;5,6;5,4;1;1;31,1;212,4
103886;Wed;20;5,6;5,4;1;1;31,8;197,2
103887;Wed;20;5,6;5,4;1;1;32,4;211,6
103888;Wed;20;5,6;5,4;1;1;33,4;224,1
103889;Wed;20;5,6;5,4;1;1;34,4;242,5
103890;Wed;20;5,6;5,4;1;1;35,5;226,5
103891;Wed;20;5,6;5,4;1;1;36,3;279,9
103892;Wed;20;5,6;5,4;1;1;36,9;220,3
103893;Wed;20;5,6;5,4;1;1;37;287,5
103894;Wed;20;5,6;5,4;1;1;37,3;267,8
103895;Wed;20;5,6;5,4;1;1;37,5;232,1
103896;Wed;20;5,6;5,4;1;1;38,1;264,8
103897;Wed;20;5,6;5,4;1;1;38,3;300,3
103898;Wed;20;5,6;5,4;1;1;38,7;231
103899;Wed;20;5,6;5,4;1;1;39,2;314
103900;Wed;20;5,6;5,4;1;1;39,4;278,6
103901;Wed;20;5,6;5,4;1;1;40,4;276,7
103902;Wed;20;5,6;5,4;1;1;41,4;290,2
103903;Wed;20;5,6;5,4;1;1;41,5;264,8
103904;Wed;20;5,6;5,4;1;1;42,3;315,6
103905;Wed;20;5,6;5,4;1;1;42,8;268,4
103906;Wed;20;5,6;5,4;1;1;43,4;306
103907;Wed;20;5,6;5,4;1;1;44,3;311
103908;Wed;20;5,6;5,4;1;1;44,4;274,8
103909;Wed;20;5,6;5,4;1;1;45,1;281,4
103910;Wed;20;5,6;5,4;1;1;45,4;314,2
103911;Wed;20;5,6;5,4;1;1;45,7;271,9
103912;Wed;20;5,6;5,4;1;1;46,3;312,5
103913;Wed;20;5,6;5,4;1;1;47;286,2
103914;Wed;20;5,6;5,4;1;1;47,3;308,9
103915;Wed;20;5,6;5,4;1;1;47,9;324,3
103916;Wed;20;5,6;5,4;1;1;48;369,1
103917;Wed;20;5,6;5,4;1;1;48,4;301
103918;Wed;20;5,6;5,4;1;1;49,2;312,4
103919;Wed;20;5,6;5,4;1;1;49,4;336,4
103920;Wed;20;5,6;5,4;1;1;50,1;327,7
103921;Wed;20;5,6;5,4;1;1;52,5;343,9
103922;Wed;20;5,6;5,4;1;1;53,2;320,3
103923;Wed;20;5,6;5,4;1;2;50;317
103924;Wed;20;5,6;5,4;2;2;50,3;386,3
103925;Wed;20;5,6;5,4;1;2;51,2;328,2
103926;Wed;20;5,6;5,4;1;2;51,3;364,2
103927;Wed;20;5,6;5,4;1;2;52,2;375,3
103928;Wed;20;5,6;5,4;1;2;53,9;290,5
103929;Wed;20;5,6;5,4;1;2;54;373,1
103930;Wed;20;5,6;5,4;2;2;54,4;408,5
103931;Wed;20;5,6;5,4;1;2;55,2;337,8
103932;Wed;20;5,6;5,4;2;2;55,3;440,2
103933;Wed;20;5,6;5,4;1;2;55,4;395,6
103934;Wed;20;5,6;5,4;1;2;55,5;320,2
103935;Wed;20;5,6;5,4;2;2;55,7;425,5
103936;Wed;20;5,6;5,4;3;2;56;518
103937;Wed;20;5,6;5,4;1;2;56,4;412,8
103938;Wed;20;5,6;5,4;1;2;57,2;307,7
103939;Wed;20;5,6;5,4;1;2;57,3;421,7
103940;Wed;20;5,6;5,4;2;2;57,4;452,9
103941;Wed;20;5,6;5,4;1;2;58;330,6
103942;Wed;20;5,6;5,4;2;2;58,4;466
103943;Wed;20;5,6;5,4;3;2;58,6;550,3
103944;Wed;20;5,6;5,4;1;2;59,2;345,1
103945;Wed;20;5,6;5,4;2;2;59,4;476,4
103946;Wed;20;5,6;5,4;1;2;59,9;371,4
103947;Wed;20;5,6;5,4;2;2;60,2;483,4
103948;Wed;20;5,6;5,4;1;2;60,3;430,5
103949;Wed;20;5,6;5,4;1;2;60,7;315,6
103950;Wed;20;5,6;5,4;2;2;61,1;479
103951;Wed;20;5,6;5,4;1;2;61,4;421,2
103952;Wed;20;5,6;5,4;2;2;61,9;562,1
103953;Wed;20;5,6;5,4;2;2;62,1;506,1
103954;Wed;20;5,6;5,4;1;2;62,4;429,3
103955;Wed;20;5,6;5,4;2;2;63,1;538,9
103956;Wed;20;5,6;5,4;1;2;63,4;474,9
103957;Wed;20;5,6;5,4;3;2;63,6;564,8
103958;Wed;20;5,6;5,4;1;2;64,2;428,9
103959;Wed;20;5,6;5,4;1;2;64,5;296,1
103960;Wed;20;5,6;5,4;1;2;64,8;411,5
103961;Wed;20;5,6;5,4;2;2;65,3;531,5
103962;Wed;20;5,6;5,4;1;2;65,4;448
103963;Wed;20;5,6;5,4;1;2;65,6;419,8
103964;Wed;20;5,6;5,4;2;2;65,7;572,2
103965;Wed;20;5,6;5,4;1;2;65,8;297,4
103966;Wed;20;5,6;5,4;2;2;66,2;532,2
103967;Wed;20;5,6;5,4;1;2;66,4;470,8
103968;Wed;20;5,6;5,4;2;2;66,9;573,3
103969;Wed;20;5,6;5,4;2;2;67,3;519,6
103970;Wed;20;5,6;5,4;1;2;67,4;475,8
103971;Wed;20;5,6;5,4;2;2;67,5;575,1
103972;Wed;20;5,6;5,4;3;2;67,6;654,4
103973;Wed;20;5,6;5,4;2;2;68;520,9
103974;Wed;20;5,6;5,4;1;2;68,2;355,3
103975;Wed;20;5,6;5,4;1;2;68,3;479,5
103976;Wed;20;5,6;5,4;1;2;68,4;434,3
103977;Wed;20;5,6;5,4;1;2;69;400,9
103978;Wed;20;5,6;5,4;1;2;69,3;522,5
103979;Wed;20;5,6;5,4;2;2;71,1;552,4
103980;Wed;20;5,6;5,4;1;2;71,3;440,6
103981;Wed;20;5,6;5,4;3;2;71,7;648,9
103982;Wed;20;5,6;5,4;1;2;72,3;422,2
103983;Wed;20;5,6;5,4;1;2;72,5;409,6
103984;Wed;20;5,6;5,4;3;2;73,3;709,5
103985;Wed;20;5,6;5,4;2;2;74,2;613,6
103986;Wed;20;5,6;5,4;1;2;74,4;500
103987;Wed;20;5,6;5,4;1;2;74,5;476,8
103988;Wed;20;5,6;5,4;2;2;75,2;587,3
103989;Wed;20;5,6;5,4;2;2;75,9;577,6
103990;Wed;20;5,6;5,4;1;2;76,2;467,9
103991;Wed;20;5,6;5,4;1;2;76,8;400,1
103992;Wed;20;5,6;5,4;2;2;77,4;613,8
103993;Wed;20;5,6;5,4;1;2;77,8;498,7
103994;Wed;20;5,6;5,4;1;2;78,5;548,7
103995;Wed;20;5,6;5,4;1;2;79,5;585,9
103996;Wed;20;5,6;5,4;1;2;81,7;518,8
103997;Wed;20;5,6;5,4;1;2;85,5;571,1
103998;Wed;20;5,6;5,4;1;2;87,8;562,8
103999;Wed;20;5,6;5,4;1;2;87,9;482,6
104000;Wed;20;5,6;5,4;2;2;88;645,9
104001;Wed;20;5,6;5,4;2;2;88,4;663
104002;Wed;20;5,6;5,4;1;2;93;523,6
104003;Wed;20;5,6;5,4;1;2;95,2;684,5
104004;Wed;20;5,6;5,4;1;3;59,1;419,9
104005;Wed;20;5,6;5,4;2;3;60,4;461,6
104006;Wed;20;5,6;5,4;1;3;63,5;494,5
104007;Wed;20;5,6;5,4;2;3;64,4;578,2
104008;Wed;20;5,6;5,4;1;3;66,6;393,8
104009;Wed;20;5,6;5,4;1;3;67;534,2
104010;Wed;20;5,6;5,4;1;3;68,7;520,1
104011;Wed;20;5,6;5,4;1;3;69,4;509,9
104012;Wed;20;5,6;5,4;2;3;69,5;634,1
104013;Wed;20;5,6;5,4;1;3;69,7;497,2
104014;Wed;20;5,6;5,4;1;3;69,9;470,9
104015;Wed;20;5,6;5,4;1;3;70;385,1
104016;Wed;20;5,6;5,4;2;3;70,3;541,4
104017;Wed;20;5,6;5,4;1;3;70,6;397,1
104018;Wed;20;5,6;5,4;2;3;71;553,1
104019;Wed;20;5,6;5,4;1;3;71,5;563,7
104020;Wed;20;5,6;5,4;2;3;72,4;577,9
104021;Wed;20;5,6;5,4;2;3;72,7;463,9
104022;Wed;20;5,6;5,4;2;3;73;513,6
104023;Wed;20;5,6;5,4;2;3;73,1;431,3
104024;Wed;20;5,6;5,4;1;3;73,5;424,3
104025;Wed;20;5,6;5,4;1;3;74,1;383,4
104026;Wed;20;5,6;5,4;1;3;74,9;478
104027;Wed;20;5,6;5,4;2;3;75,4;504,4
104028;Wed;20;5,6;5,4;2;3;75,5;564,2
104029;Wed;20;5,6;5,4;2;3;76,3;623,7
104030;Wed;20;5,6;5,4;3;3;76,6;654,2
104031;Wed;20;5,6;5,4;1;3;77,3;521,8
104032;Wed;20;5,6;5,4;1;3;77,5;457,8
104033;Wed;20;5,6;5,4;2;3;78;640,4
104034;Wed;20;5,6;5,4;1;3;78,3;661,1
104035;Wed;20;5,6;5,4;1;3;78,9;437,5
104036;Wed;20;5,6;5,4;2;3;79,1;642,3
104037;Wed;20;5,6;5,4;1;3;79,2;568,3
104038;Wed;20;5,6;5,4;3;3;79,3;545,8
104039;Wed;20;5,6;5,4;2;3;79,4;612,2
104040;Wed;20;5,6;5,4;2;3;79,7;717,3
104041;Wed;20;5,6;5,4;1;3;79,9;448,6
104042;Wed;20;5,6;5,4;2;3;80,4;722,4
104043;Wed;20;5,6;5,4;2;3;80,6;702,9
104044;Wed;20;5,6;5,4;2;3;81;790,3
104045;Wed;20;5,6;5,4;1;3;81,3;648,4
104046;Wed;20;5,6;5,4;2;3;81,8;546,7
104047;Wed;20;5,6;5,4;3;3;82,1;695,1
104048;Wed;20;5,6;5,4;1;3;82,4;835
104049;Wed;20;5,6;5,4;1;3;82,6;417,7
104050;Wed;20;5,6;5,4;1;3;82,7;665,6
104051;Wed;20;5,6;5,4;2;3;83,1;487
104052;Wed;20;5,6;5,4;3;3;83,4;529
104053;Wed;20;5,6;5,4;1;3;83,5;605,5
104054;Wed;20;5,6;5,4;3;3;83,6;623,1
104055;Wed;20;5,6;5,4;1;3;84;583,2
104056;Wed;20;5,6;5,4;2;3;84,1;477,9
104057;Wed;20;5,6;5,4;1;3;84,4;555,5
104058;Wed;20;5,6;5,4;1;3;84,7;744,1
104059;Wed;20;5,6;5,4;3;3;85;627,2
104060;Wed;20;5,6;5,4;2;3;85,1;843,1
104061;Wed;20;5,6;5,4;1;3;85,2;576,9
104062;Wed;20;5,6;5,4;1;3;85,6;507,4
104063;Wed;20;5,6;5,4;1;3;85,8;546
104064;Wed;20;5,6;5,4;2;3;85,9;727,9
104065;Wed;20;5,6;5,4;2;3;86,4;791,3
104066;Wed;20;5,6;5,4;3;3;87;642,1
104067;Wed;20;5,6;5,4;1;3;87,2;559,9
104068;Wed;20;5,6;5,4;3;3;88,1;712,7
104069;Wed;20;5,6;5,4;3;3;88,9;602,3
104070;Wed;20;5,6;5,4;2;3;89;509,5
104071;Wed;20;5,6;5,4;3;3;89,1;692,8
104072;Wed;20;5,6;5,4;1;3;89,4;542,8
104073;Wed;20;5,6;5,4;3;3;89,6;717,4
104074;Wed;20;5,6;5,4;3;3;89,7;672,1
104075;Wed;20;5,6;5,4;1;3;89,8;784,2
104076;Wed;20;5,6;5,4;1;3;90,4;650,3
104077;Wed;20;5,6;5,4;3;3;90,6;770,8
104078;Wed;20;5,6;5,4;2;3;91,8;721,9
104079;Wed;20;5,6;5,4;1;3;93,2;605,6
104080;Wed;20;5,6;5,4;2;3;93,4;761,2
104081;Wed;20;5,6;5,4;2;3;93,5;775,5
104082;Wed;20;5,6;5,4;1;3;94,1;681,7
104083;Wed;20;5,6;5,4;3;3;94,2;692,3
104084;Wed;20;5,6;5,4;2;3;94,9;653,8
104085;Wed;20;5,6;5,4;2;3;95,6;863,2
104086;Wed;20;5,6;5,4;2;3;96,8;665,6
104087;Wed;20;5,6;5,4;1;3;97,1;765,4
104088;Wed;20;5,6;5,4;3;3;97,6;654,5
104089;Wed;20;5,6;5,4;1;3;98,4;685,4
104090;Wed;20;5,6;5,4;1;3;98,9;881,3
104091;Wed;20;5,6;5,4;1;3;99,5;687,8
104092;Wed;20;5,6;5,4;3;3;100,9;926,5
104093;Wed;20;5,6;5,4;1;3;101;734,5
104094;Wed;20;5,6;5,4;2;3;102,5;673,2
104095;Wed;20;5,6;5,4;1;3;102,9;744,3
104096;Wed;20;5,6;5,4;1;3;103,1;1016,4
104097;Wed;20;5,6;5,4;2;3;103,9;825,5
104098;Wed;20;5,6;5,4;1;3;104,5;880,5
104099;Wed;20;5,6;5,4;1;3;105;913,2
104100;Wed;20;5,6;5,4;3;3;106,5;894,7
104101;Wed;20;5,6;5,4;1;3;110;866,5
104102;Wed;20;5,6;5,4;2;3;112,7;848,1
104103;Wed;20;5,6;5,4;1;4;96;628,8
104104;Wed;20;5,6;5,4;1;4;96,3;572
104105;Wed;20;5,6;5,4;3;4;99,4;936,3
104106;Wed;20;5,6;5,4;2;4;100;771
104107;Wed;20;5,6;5,4;2;4;101,7;820,7
104108;Wed;20;5,6;5,4;1;4;102,1;727
104109;Wed;20;5,6;5,4;3;4;103,7;918,8
104110;Wed;20;5,6;5,4;2;4;104,2;857,6
104111;Wed;20;5,6;5,4;2;4;105,4;813,7
104112;Wed;20;5,6;5,4;2;4;106,9;874,4
104113;Wed;20;5,6;5,4;1;4;107,2;711,8
104114;Wed;20;5,6;5,4;1;4;108,3;715,9
104115;Wed;20;5,6;5,4;3;4;109,1;1041,9
104116;Wed;20;5,6;5,4;2;4;109,8;912,4
104117;Wed;20;5,6;5,4;1;4;111,5;756
104118;Wed;20;5,6;5,4;2;4;111,6;1046,8
104119;Wed;20;5,6;5,4;2;4;111,9;899,7
104120;Wed;20;5,6;5,4;3;4;113,6;997,4
104121;Wed;20;5,6;5,4;2;4;114,3;833,2
104122;Wed;20;5,6;5,4;1;4;114,7;632
104123;Wed;20;5,6;5,4;2;4;115,3;861,3
104124;Wed;20;5,6;5,4;1;4;116,1;672,2
104125;Wed;20;5,6;5,4;2;4;116,4;875,3
104126;Wed;20;5,6;5,4;1;4;119,7;824,7
104127;Wed;20;5,6;5,4;2;4;121,1;880,4
104128;Wed;20;5,6;5,4;1;4;121,4;658
104129;Wed;20;5,6;5,4;1;4;122,7;754,6
104130;Wed;20;5,6;5,4;2;4;124,5;1029,6
104131;Wed;20;5,6;5,4;3;4;124,8;1153,2
104132;Wed;20;5,6;5,4;1;4;125,1;719,3
104133;Wed;20;5,6;5,4;2;4;129,5;1068,4
104134;Wed;20;5,6;5,4;1;4;132,7;890,4
104135;Wed;20;5,6;5,4;1;5;121,9;725,3
104136;Wed;20;5,6;5,4;2;5;124,2;1119
104137;Wed;20;5,6;5,4;1;5;131,7;928,5
104138;Wed;20;5,6;5,4;1;5;135,4;914
104139;Wed;20;5,6;5,4;2;5;135,6;1221,8
104140;Wed;20;5,6;5,4;1;5;135,9;1023,3
104141;Wed;20;5,6;5,4;2;5;139,2;1084,4
104142;Wed;20;5,6;5,4;2;5;140,3;1132,2
104143;Wed;20;5,6;5,4;1;5;140,4;1043,2
104144;Wed;20;5,6;5,4;2;5;141,6;1263,1
104145;Wed;20;5,6;5,4;1;5;142;1023,8
104146;Wed;20;5,6;5,4;2;5;143,5;1222,6
104147;Wed;20;5,6;5,4;1;5;145,7;929,6
104148;Wed;20;5,6;5,4;2;5;146,3;1190,9
104149;Wed;20;5,6;5,4;1;5;147,1;969,4
104150;Wed;20;5,6;5,4;1;5;147,3;1129,8
104151;Wed;20;5,6;5,4;2;5;148,1;1201,1
104152;Wed;20;5,6;5,4;2;5;149;1291,8
104153;Wed;20;5,6;5,4;1;5;151,5;966,6
104154;Wed;20;5,6;5,4;2;5;154;1233,5
104155;Wed;20;5,6;5,4;2;5;159,5;1317,5
104156;Wed;20;5,6;5,4;2;6;143,6;1171,8
104157;Wed;20;5,6;5,4;2;6;152,4;1144,5
104158;Wed;20;5,6;5,4;2;6;156,9;1346,2
104159;Wed;20;5,6;5,4;2;6;158,7;1491,8
104160;Wed;20;5,6;5,4;1;6;161,1;1155,1
104161;Wed;20;5,6;5,4;2;6;163,7;1322,7
104162;Wed;20;5,6;5,4;1;6;167,1;985,9
104163;Wed;20;5,6;5,4;1;6;167,5;1199,3
104164;Wed;20;5,6;5,4;2;6;169,1;1386,6
104165;Wed;20;5,6;5,4;2;6;170,2;1332,7
104166;Wed;20;5,6;5,4;1;6;173;1230
104167;Wed;20;5,6;5,4;2;6;176,2;1395,5
104168;Wed;20;5,6;5,4;1;6;185,5;1224,3
104169;Wed;20;5,6;5,4;1;6;188,3;1265,4
104170;Wed;20;5,6;5,4;1;6;193,3;1328
104171;Wed;20;5,6;5,4;1;6;194;1261
104172;Wed;20;5,6;5,4;1;6;199;1355,2
104173;Wei;21;8,1;6,2;2;1;18,5;153,9
104174;Wei;21;8,1;6,2;3;1;18,8;191
104175;Wei;21;8,1;6,2;3;1;24,3;262
104176;Wei;21;8,1;6,2;1;1;24,5;174
104177;Wei;21;8,1;6,2;3;1;27;277,6
104178;Wei;21;8,1;6,2;2;1;27,2;203,2
104179;Wei;21;8,1;6,2;2;1;27,3;234
104180;Wei;21;8,1;6,2;2;1;30,2;241,3
104181;Wei;21;8,1;6,2;2;1;30,9;273,8
104182;Wei;21;8,1;6,2;3;1;31,2;312,6
104183;Wei;21;8,1;6,2;2;1;32,7;269,1
104184;Wei;21;8,1;6,2;2;1;36,7;292,5
104185;Wei;21;8,1;6,2;3;1;37;371,5
104186;Wei;21;8,1;6,2;2;1;39,2;334
104187;Wei;21;8,1;6,2;3;1;39,5;388,3
104188;Wei;21;8,1;6,2;2;1;44,7;363,4
104189;Wei;21;8,1;6,2;2;1;44,7;410,3
104190;Wei;21;8,1;6,2;1;1;52,1;376,7
104191;Wei;21;8,1;6,2;1;1;53;320,7
104192;Wei;21;8,1;6,2;2;1;54;472,5
104193;Wei;21;8,1;6,2;3;1;58,9;574,9
104194;Wei;21;8,1;6,2;2;1;90,9;753,6
104195;Wei;21;8,1;6,2;3;2;43;376,7
104196;Wei;21;8,1;6,2;1;2;43,8;289,5
104197;Wei;21;8,1;6,2;2;2;46,4;392,5
104198;Wei;21;8,1;6,2;2;2;46,9;361,6
104199;Wei;21;8,1;6,2;1;2;47;306
104200;Wei;21;8,1;6,2;2;2;47,5;426,1
104201;Wei;21;8,1;6,2;1;2;48,2;334
104202;Wei;21;8,1;6,2;2;2;48,2;403,4
104203;Wei;21;8,1;6,2;1;2;49;258,7
104204;Wei;21;8,1;6,2;2;2;49;390,5
104205;Wei;21;8,1;6,2;3;2;49;426,3
104206;Wei;21;8,1;6,2;1;2;49,2;319,8
104207;Wei;21;8,1;6,2;1;2;49,5;311,4
104208;Wei;21;8,1;6,2;3;2;49,8;448,7
104209;Wei;21;8,1;6,2;1;2;50,1;379,3
104210;Wei;21;8,1;6,2;1;2;50,2;346,9
104211;Wei;21;8,1;6,2;1;2;51,2;351,7
104212;Wei;21;8,1;6,2;2;2;51,3;415
104213;Wei;21;8,1;6,2;2;2;52,4;398,2
104214;Wei;21;8,1;6,2;1;2;53,1;419
104215;Wei;21;8,1;6,2;3;2;53,1;486,4
104216;Wei;21;8,1;6,2;1;2;53,3;362,4
104217;Wei;21;8,1;6,2;1;2;53,6;296,4
104218;Wei;21;8,1;6,2;1;2;53,6;360,2
104219;Wei;21;8,1;6,2;2;2;53,9;423,1
104220;Wei;21;8,1;6,2;2;2;54,9;394,2
104221;Wei;21;8,1;6,2;2;2;54,9;481,5
104222;Wei;21;8,1;6,2;1;2;55;317,9
104223;Wei;21;8,1;6,2;2;2;55,2;418,4
104224;Wei;21;8,1;6,2;3;2;55,3;545,8
104225;Wei;21;8,1;6,2;2;2;55,8;490,5
104226;Wei;21;8,1;6,2;1;2;56,2;366,4
104227;Wei;21;8,1;6,2;2;2;56,4;424,1
104228;Wei;21;8,1;6,2;3;2;56,8;501
104229;Wei;21;8,1;6,2;1;2;57;358
104230;Wei;21;8,1;6,2;2;2;57;417,8
104231;Wei;21;8,1;6,2;2;2;57,4;475,3
104232;Wei;21;8,1;6,2;2;2;58,4;472,5
104233;Wei;21;8,1;6,2;2;2;59,2;512,1
104234;Wei;21;8,1;6,2;2;2;59,3;470,8
104235;Wei;21;8,1;6,2;1;2;59,4;376
104236;Wei;21;8,1;6,2;1;2;59,4;408,1
104237;Wei;21;8,1;6,2;1;2;59,9;358,2
104238;Wei;21;8,1;6,2;1;2;60,2;447,3
104239;Wei;21;8,1;6,2;3;2;61,2;547,7
104240;Wei;21;8,1;6,2;1;2;61,3;373,9
104241;Wei;21;8,1;6,2;2;2;61,4;502,3
104242;Wei;21;8,1;6,2;1;2;62,2;380
104243;Wei;21;8,1;6,2;1;2;62,2;436
104244;Wei;21;8,1;6,2;1;2;63,2;402,6
104245;Wei;21;8,1;6,2;2;2;63,4;528,1
104246;Wei;21;8,1;6,2;2;2;64,1;548,1
104247;Wei;21;8,1;6,2;1;2;64,4;441,8
104248;Wei;21;8,1;6,2;2;2;64,4;505,5
104249;Wei;21;8,1;6,2;1;2;64,9;399,1
104250;Wei;21;8,1;6,2;2;2;64,9;469,2
104251;Wei;21;8,1;6,2;2;2;65,2;499,4
104252;Wei;21;8,1;6,2;1;2;66,4;479,4
104253;Wei;21;8,1;6,2;2;2;66,4;556,4
104254;Wei;21;8,1;6,2;1;2;66,8;409,5
104255;Wei;21;8,1;6,2;2;2;66,8;524,4
104256;Wei;21;8,1;6,2;1;2;67,2;487,2
104257;Wei;21;8,1;6,2;2;2;68,1;570
104258;Wei;21;8,1;6,2;1;2;68,2;493,1
104259;Wei;21;8,1;6,2;2;2;68,9;591,2
104260;Wei;21;8,1;6,2;2;2;69,2;513,5
104261;Wei;21;8,1;6,2;2;2;69,3;528,8
104262;Wei;21;8,1;6,2;2;2;69,5;613
104263;Wei;21;8,1;6,2;1;2;69,6;428,7
104264;Wei;21;8,1;6,2;1;2;71,1;447,9
104265;Wei;21;8,1;6,2;2;2;82;684,7
104266;Wei;21;8,1;6,2;2;2;83,2;711,4
104267;Wei;21;8,1;6,2;2;2;90,9;775,4
104268;Wei;21;8,1;6,2;2;3;58,2;495,3
104269;Wei;21;8,1;6,2;2;3;58,4;434,5
104270;Wei;21;8,1;6,2;2;3;60,3;495,7
104271;Wei;21;8,1;6,2;3;3;60,4;544,2
104272;Wei;21;8,1;6,2;1;3;61,4;437,8
104273;Wei;21;8,1;6,2;2;3;62,2;495,7
104274;Wei;21;8,1;6,2;2;3;62,5;594,4
104275;Wei;21;8,1;6,2;1;3;62,8;454,7
104276;Wei;21;8,1;6,2;1;3;69,7;461,4
104277;Wei;21;8,1;6,2;2;3;70,2;557,4
104278;Wei;21;8,1;6,2;2;3;71,4;511,2
104279;Wei;21;8,1;6,2;2;3;71,4;586,2
104280;Wei;21;8,1;6,2;1;3;72,3;427,3
104281;Wei;21;8,1;6,2;2;3;72,3;533,6
104282;Wei;21;8,1;6,2;2;3;72,3;595
104283;Wei;21;8,1;6,2;1;3;73;409,5
104284;Wei;21;8,1;6,2;1;3;73;484
104285;Wei;21;8,1;6,2;2;3;73,1;555,6
104286;Wei;21;8,1;6,2;1;3;74,2;476,4
104287;Wei;21;8,1;6,2;1;3;74,3;520,1
104288;Wei;21;8,1;6,2;2;3;74,4;581,8
104289;Wei;21;8,1;6,2;2;3;74,4;648
104290;Wei;21;8,1;6,2;3;3;75;677,3
104291;Wei;21;8,1;6,2;1;3;75,2;534,7
104292;Wei;21;8,1;6,2;2;3;75,4;624,3
104293;Wei;21;8,1;6,2;2;3;76,1;655,2
104294;Wei;21;8,1;6,2;2;3;76,2;624,1
104295;Wei;21;8,1;6,2;2;3;76,3;544,8
104296;Wei;21;8,1;6,2;1;3;76,8;479,2
104297;Wei;21;8,1;6,2;1;3;77,3;527,2
104298;Wei;21;8,1;6,2;2;3;77,4;631,6
104299;Wei;21;8,1;6,2;2;3;77,9;579,6
104300;Wei;21;8,1;6,2;2;3;78;638
104301;Wei;21;8,1;6,2;3;3;78,3;696,9
104302;Wei;21;8,1;6,2;1;3;78,4;446,9
104303;Wei;21;8,1;6,2;3;3;78,6;717,6
104304;Wei;21;8,1;6,2;2;3;79,2;635,2
104305;Wei;21;8,1;6,2;1;3;79,3;529,7
104306;Wei;21;8,1;6,2;1;3;79,4;483,5
104307;Wei;21;8,1;6,2;2;3;79,7;569,1
104308;Wei;21;8,1;6,2;1;3;79,8;476,4
104309;Wei;21;8,1;6,2;2;3;79,9;600
104310;Wei;21;8,1;6,2;2;3;80,3;707,4
104311;Wei;21;8,1;6,2;1;3;81,1;561,2
104312;Wei;21;8,1;6,2;3;3;81,1;691,8
104313;Wei;21;8,1;6,2;2;3;81,2;626,9
104314;Wei;21;8,1;6,2;1;3;82,3;497,1
104315;Wei;21;8,1;6,2;1;3;82,3;593,4
104316;Wei;21;8,1;6,2;2;3;82,4;702,9
104317;Wei;21;8,1;6,2;2;3;83;683,9
104318;Wei;21;8,1;6,2;1;3;83,3;559,8
104319;Wei;21;8,1;6,2;2;3;84,1;630,8
104320;Wei;21;8,1;6,2;1;3;84,2;578,5
104321;Wei;21;8,1;6,2;1;3;84,9;574,8
104322;Wei;21;8,1;6,2;2;3;85,4;719,1
104323;Wei;21;8,1;6,2;1;3;85,6;493,9
104324;Wei;21;8,1;6,2;1;3;86;587,4
104325;Wei;21;8,1;6,2;2;3;86,3;649,8
104326;Wei;21;8,1;6,2;2;3;87,3;695,8
104327;Wei;21;8,1;6,2;1;3;87,4;590
104328;Wei;21;8,1;6,2;2;3;87,9;724,3
104329;Wei;21;8,1;6,2;1;3;88;651,2
104330;Wei;21;8,1;6,2;1;3;88,6;576,8
104331;Wei;21;8,1;6,2;2;3;91,7;791,4
104332;Wei;21;8,1;6,2;3;3;92,5;883,4
104333;Wei;21;8,1;6,2;3;3;93,9;859,2
104334;Wei;21;8,1;6,2;1;3;94,1;592,8
104335;Wei;21;8,1;6,2;3;3;94,1;900,5
104336;Wei;21;8,1;6,2;2;3;98,1;749,5
104337;Wei;21;8,1;6,2;1;3;101,3;633,1
104338;Wei;21;8,1;6,2;2;3;101,4;861,9
104339;Wei;21;8,1;6,2;1;3;102;531,4
104340;Wei;21;8,1;6,2;1;3;102,3;679,3
104341;Wei;21;8,1;6,2;3;3;102,4;887,8
104342;Wei;21;8,1;6,2;1;3;104,4;662,9
104343;Wei;21;8,1;6,2;1;3;105;690,9
104344;Wei;21;8,1;6,2;2;3;105,5;805
104345;Wei;21;8,1;6,2;2;3;108,1;863,7
104346;Wei;21;8,1;6,2;2;3;114,4;855,7
104347;Wei;21;8,1;6,2;2;3;114,5;1001,9
104348;Wei;21;8,1;6,2;1;3;116,2;753
104349;Wei;21;8,1;6,2;2;4;89,3;723,3
104350;Wei;21;8,1;6,2;1;4;90,2;584,5
104351;Wei;21;8,1;6,2;2;4;90,2;667,5
104352;Wei;21;8,1;6,2;3;4;90,2;816,3
104353;Wei;21;8,1;6,2;1;4;91,2;623,8
104354;Wei;21;8,1;6,2;1;4;91,5;603
104355;Wei;21;8,1;6,2;2;4;91,9;756,3
104356;Wei;21;8,1;6,2;2;4;92,9;751,6
104357;Wei;21;8,1;6,2;3;4;93,2;807,1
104358;Wei;21;8,1;6,2;1;4;93,4;668,7
104359;Wei;21;8,1;6,2;1;4;93,9;616
104360;Wei;21;8,1;6,2;2;4;94,1;736,8
104361;Wei;21;8,1;6,2;2;4;94,6;736,9
104362;Wei;21;8,1;6,2;3;4;95,1;893
104363;Wei;21;8,1;6,2;1;4;95,3;648
